STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CDSD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1995-10,89,0,1,",0",1,",0",-8.9,",0,23,",25,",,0,21,",38,",,0,21,",5.8,",,0,21,",22.8,",0,11,",585.1,0,15,",,,0",38,",,,0",5.7,",0",13,",,,0",-1.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1995-11,89,0,4,",0",2,",0",-14.4,",0,02,",102,",,0,28,",127,",,0,28,",8.6,",,0,28,",12.8,",0,20,",1088.7,0,16.7,",,,0",191,",,,0",1.6,",0",7.2,",,,0",-4.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1995-12,89,0,18,",0",4,",0",-14.4,",0,08,",76,",,0,30,",51,",,0,30,",19.3,",,0,12,",11.7,",0,01,",1754.2,0,28.5,",,,0",144,",,,0",-3.1,",0",1.8,",,,0",-8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-01,0,0,31,",0",9,",0",-23.3,",0,31,",457,",,0,28,",114,",,0,27,",4.8,",,0,17,",7.2,",0,10,",2535.5,0,26.4,",,,0",499,",,,0",-6.9,",0",-1.5,",,,0",-12.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-02,0,0,29,",0",2,",0",-26.7,",0,03,",381,",,0,01,",51,",,0,22,",5.1,",,0,22,",8.9,",0,16,+",3181.8,0,12,",,,0",118,",,,0",-3.9,",0",1.5,",,,0",-9.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-03,0,0,22,",0",3,",0",-16.1,",0,25,",279,",,0,07,+",152,",,0,28,",8.9,",,0,28,",14.4,",0,21,+",3725.9,0,17,",,,0",267,",,,0",0.8,",0",7,",,,0",-5.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-04,0,0,1,",0",4,",0",-6.1,",0,19,",25,",,0,20,",51,",,0,20,",10.4,",,0,02,",24.4,",0,09,",4095.4,0,35.1,",,,0",154,",,,0",6,",0",12.9,",,,0",-0.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-05,0,0,0,",0",0,",0",-5.6,",0,03,",0,",,0,31,+",0,",,0,31,+",14,",,0,16,",24.4,",0,13,",4368.2,0,52.2,",,,0",0,",,,0",9.5,",0",16.5,",,,0",2.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-06,4.8,0,0,",0",0,",0",-0.6,",0,19,",0,",,0,30,+",0,",,0,30,+",14.5,",,0,29,",31.7,",0,08,",4428.8,0,32.6,",,,0",0,",,,0",16.5,",0",26.1,",,,0",6.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-07,89.1,0,0,",0",0,",0",7.2,",0,20,",0,",,0,31,+",0,",,0,31,+",8.4,",,0,16,",33.3,",0,02,",3.1,0,15,",,,0",0,",,,0",20.9,",0",30,",,,0",11.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-08,149.9,0,0,",0",0,",0",3.3,",0,19,",0,",,0,31,+",0,",,0,31,+",12.4,",,0,15,",33.9,",0,11,",26.2,0,14.5,",,,0",0,",,,0",19.6,",0",29.4,",,,0",9.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-09,156.9,0,0,",0",0,"2,0",-2.8,",0,27,",0,",T,0,26,",0,"2,T,0,26,",27.4,",,0,16,",30,"1,0,10,",205.4,0,32.5,",,,0",0,"2,T,,0",12.5,"1,0",20.8,"1,,,0",4.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-10,156.9,0,1,",0",2,",0",-10.6,",0,21,",51,",,0,25,",102,",,0,25,",12.7,",,0,25,",25.6,",0,01,",566.9,0,22,",,,0",132,",,,0",6.7,",0",13.6,",,,0",-0.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-11,156.9,0,8,",0",4,",0",-15,",0,30,",127,",,0,18,+",102,",,0,17,",13.7,",,0,22,",12.2,",0,13,+",1091.5,0,31.2,",,,0",216,",,,0",0.9,",0",5.7,",,,0",-4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1996-12,156.9,0,31,",0",5,",0",-20.6,",0,18,",254,",,0,03,",165,",,0,03,",7.1,",,0,03,",6.7,",0,31,",1829.8,0,39.7,",,,0",435,",,,0",-5.5,",0",-1.6,",,,0",-9.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-01,0,0,31,",0",2,",0",-21.7,",0,12,",229,",,0,25,",81,",,0,22,",12.2,",,0,02,",7.2,",0,19,",2579.5,0,30,",,,0",160,",,,0",-5.9,",0",-1.4,",,,0",-10.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-02,0,0,28,",0",3,",0",-18.3,",0,08,",203,",,0,27,+",41,",,0,12,",2.5,",,0,27,",6.1,",0,18,",3202.8,0,6.7,",,,0",112,",,,0",-3.9,",0",1.5,",,,0",-9.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-03,0,0,19,",0",3,",0",-15.6,",0,05,",330,",,0,03,",102,",,0,02,",6.4,",,0,02,",15.6,",0,27,+",3747.3,0,13.3,",,,0",170,",,,0",0.8,",0",7.1,",,,0",-5.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-04,0,0,0,",0",1,"1,0",-11.1,",0,06,",0,",,0,30,+",25,"1,,0,04,",13.7,",,0,23,",20,",0,17,",4167.8,0,31.6,",,,0",38,"1,,,0",4.3,",0",11.3,",,,0",-2.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-05,0,0,0,",0",0,",0",-2.8,",0,02,",0,",,0,31,+",0,",T,0,02,",16,",,0,29,",26.1,",0,15,",4362.3,0,54.4,",,,0",0,",T,,0",12.1,",0",20.2,",,,0",3.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-06,3.9,0,0,",0",0,",0",1.1,",0,24,",0,",,0,30,+",0,",,0,30,+",17.3,",,0,15,",29.4,",0,27,+",4428.8,0,59.4,",,,0",0,",,,0",16.3,",0",24.2,",,,0",8.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-07,55.6,0,0,",0",0,",0",3.9,",0,03,",0,",,0,31,+",0,",,0,31,+",5.3,",,0,01,",32.2,",0,23,+",33.2,0,22.9,",,,0",0,",,,0",18.9,",0",28,",,,0",9.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-08,108.5,0,0,",0",0,",0",7.2,",0,17,+",0,",,0,31,+",0,",,0,31,+",15.2,",,0,05,",33.9,",0,03,",47.2,0,41.7,",,,0",0,",,,0",19.6,",0",28.5,",,,0",10.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-09,119.1,0,0,",0",0,",0",-1.1,",0,28,",0,",,0,30,+",0,",,0,30,+",9.9,",,0,11,",31.1,"1,0,08,",137.5,0,16.8,",,,0",0,",,,0",15.6,"1,0",24.2,"1,,,0",7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-10,119.1,0,0,",0",0,",0",-7.2,",0,25,",0,",T,0,24,",13,",,0,24,",4.3,",,0,08,",27.2,"1,0,01,",491.6,0,15.9,",,,0",13,",,,0",6.6,"1,0",13.5,"1,,,0",-0.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-11,119.1,0,12,",0",2,",0",-14.4,",0,15,",127,",,0,26,",102,",,0,26,",5.3,",,0,19,",16.1,",0,06,",1030.7,0,10.1,",,,0",171,",,,0",0.4,",0",6,",,,0",-5.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1997-12,119.1,0,31,",0",5,",0",-20,",0,12,",229,",,0,29,+",76,",,0,08,",6.4,",,0,08,",5.6,"1,0,06,",1757,0,17.2,",,,0",234,",,,0",-5.9,"1,0",-1,"1,,,0",-10.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-01,0,0,31,",0",4,",0",-18.9,",0,09,",432,",,0,24,+",89,",,0,19,",8.6,",,0,19,",4.4,",0,30,+",2448.3,0,24.9,",,,0",300,",,,0",-4,",0",0.4,",,,0",-8.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-02,0,0,28,",0",6,",0",-17.8,",0,28,",610,",,0,15,",102,",,0,09,",5.8,",,0,07,",7.2,",0,04,",3036.3,0,28.7,",,,0",408,",,,0",-2.7,",0",1.6,",,,0",-7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-03,0,0,28,",0",1,",0",-17.2,",0,09,",610,",,0,05,+",76,",,0,03,",7.1,",,0,25,",11.7,",0,14,",3629.5,0,19.8,",,,0",96,",,,0",-0.8,",0",4.3,",,,0",-5.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-04,0,0,1,"1,0",2,",0",-5.6,",0,13,",25,"1,,0,13,",102,",,0,13,",11.2,",,0,12,",23.3,",0,30,+",4002.1,0,38.2,",,,0",135,",,,0",5.9,",0",12.9,",,,0",-1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-05,0,0,0,",0",0,",0",-3.3,",0,18,",0,",,0,31,+",0,",T,0,22,",20.3,",,0,21,",23.9,",0,02,",4242.8,0,118.9,",,,0",0,",T,,0",10.6,",0",18,",,,0",3.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-06,2.5,0,0,",0",0,",0",1.1,",0,27,+",0,",,0,30,+",0,",,0,30,+",14,",,0,26,",28.9,",0,30,",4418.6,0,53.9,",,,0",0,",,,0",12.6,",0",19.5,",,,0",5.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-07,118.8,0,0,",0",0,",0",8.3,",0,12,",0,",,0,31,+",0,",,0,31,+",7.1,",,0,31,",35.6,",0,17,",0,0,20.2,",,,0",0,",,,0",22.1,",0",31.3,",,,0",12.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-08,196.1,0,0,",0",0,",0",6.1,",0,24,",0,",,0,31,+",0,",,0,31,+",3.3,",,0,01,",33.3,",0,07,",4.2,0,8.9,",,,0",0,",,,0",20.7,",0",30.1,",,,0",11.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-09,228.5,0,0,",0",0,",0",2.2,",0,25,+",0,",,0,30,+",0,",,0,30,+",10.9,",,0,10,",32.2,",0,05,+",69.5,0,26.4,",,,0",0,",,,0",17.2,",0",25.7,",,,0",8.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-10,228.5,0,,,0,",0",-5,",0,17,",,,0,",T,0,29,",3.3,",,0,03,",25,",0,01,",386.4,0,8.1,",,,0",0,",T,,0",8.1,",0",15.8,",,,0",0.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-11,228.5,0,7,",0",3,",0",-13.3,",0,10,",76,",,0,09,+",64,",,0,08,",8.1,",,0,24,",10.6,",0,26,",919.7,0,25.3,",,,0",114,",,,0",0.6,",0",4.4,",,,0",-3.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1998-12,228.5,0,28,",0",2,",0",-27.8,",0,21,",203,",,0,08,+",114,",,0,04,",9.4,",,0,04,",8.9,"1,0,03,",1695.1,0,16.7,",,,0",242,",,,0",-7.4,"1,0",-2.7,"1,,,0",-12.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-01,0,0,31,",0",5,",0",-18.3,",0,25,",457,",,0,29,+",127,",,0,23,",8.1,",,0,23,",6.7,",0,15,",2402.8,0,27.4,",,,0",345,",,,0",-4.5,",0",-0.1,",,,0",-8.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-02,0,0,28,",0",7,",0",-20,",0,11,",610,",,0,22,",114,",,0,21,",6.4,",,0,09,",5.6,",0,25,",3043.9,0,32.6,",,,0",355,",,,0",-4.6,",0",0.6,",,,0",-9.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-03,0,0,30,",0",1,",0",-16.1,",0,05,",533,",,0,11,+",25,",,0,07,",1.8,",,0,07,",13.3,",0,25,",3617.5,0,5.8,",,,0",54,",,,0",-0.2,",0",5.6,",,,0",-5.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-04,0,0,2,",0",3,",0",-10,",0,11,+",102,",,0,09,",127,",,0,09,",10.7,",,0,09,",22.2,",0,18,",4034,0,42.4,",,,0",228,",,,0",4.4,",0",11.1,",,,0",-2.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-05,0,0,0,",0",3,"2,0",-6.1,",0,05,",0,",,0,31,+",76,"2,,0,10,",21.1,",,0,30,",26.7,",0,25,+",4318.1,0,106.8,",,,0",165,"2,,,0",9.2,",0",16.3,",,,0",2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-06,3.6,0,0,",0",0,",0",-0.6,",0,09,",0,",,0,30,+",0,",,0,30,+",23.4,",,0,06,",31.1,",0,21,",4430.3,0,42.9,",,,0",0,",,,0",14.7,",0",22.6,",,,0",6.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-07,66.9,0,0,",0",0,",0",4.4,",0,05,",0,",,0,31,+",0,",,0,31,+",0,",T,0,30,+",33.3,",0,28,+",17.2,0,0,",T,,0",0,",,,0",19.8,",0",29.7,",,,0",9.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-08,137.5,0,0,",0",0,",0",3.9,",0,31,",0,",,0,31,+",0,",,0,31,+",7.9,",,0,31,",32.8,",0,10,",31.1,0,30.5,",,,0",0,",,,0",20.2,",0",29.4,",,,0",10.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-09,137.5,0,0,",0",0,",0",-4.4,",0,28,",0,",,0,30,+",0,",,0,30,+",0.5,",,0,19,",27.2,",0,22,+",187.1,0,0.8,",,,0",0,",,,0",13.1,",0",22.5,",,,0",3.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-10,137.5,0,0,",0",0,",0",-7.2,",0,17,",0,",,0,31,+",0,",,0,31,+",3.3,",,0,28,",23.3,",0,06,+",486,0,3.6,",,,0",0,",,,0",8.7,",0",17.4,",,,0",-0.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-11,137.5,0,0,",0",0,",0",-13.3,",0,23,",0,",T,0,25,+",13,",,0,25,+",2.5,",,0,20,",18.9,",0,14,+",912.2,0,4.6,",,,0",26,",,,0",4.1,",0",11,",,,0",-2.8,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,1999-12,137.5,0,30,",0",7,",0",-19.4,",0,14,",229,",,0,21,+",76,",,0,09,",7.4,",,0,13,",7.8,"1,0,01,",1634.5,0,25.5,",,,0",273,",,,0",-5.7,"1,0",-1.1,"1,,,0",-10.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-01,0,0,31,",0",6,",0",-17.2,",0,30,",330,",,0,31,+",51,",,0,25,",4.3,",,0,25,",6.7,",0,16,",2373.9,0,19.4,",,,0",227,",,,0",-5.5,",0",-1.2,",,,0",-9.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-02,0,0,29,",0",4,",0",-14.4,",0,01,",406,",,0,26,+",102,",,0,24,",8.4,",,0,24,",8.9,",0,21,",2934.1,0,33.7,",,,0",228,",,,0",-1,",0",3.6,",,,0",-5.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-03,0,0,25,",0",3,",0",-10,",0,20,",330,",,0,01,",51,",,0,10,",6.4,",,0,19,",12.8,",0,27,",3476.9,0,21.6,",,,0",119,",,,0",0.8,",0",6.9,",,,0",-5.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-04,0,0,0,",0",0,"2,0",-7.8,",0,03,",0,",,0,30,+",0,"2,,0,30,+",13,",,0,19,",23.3,",0,28,+",3767.4,0,31.7,",,,0",0,"2,,,0",8.6,",0",16.2,",,,0",1.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-05,0,0,0,",0",0,",0",-4.4,",0,12,",0,",,0,31,+",3,",,0,12,",20.3,",,0,08,",26.1,",0,23,+",3972.2,0,52.1,",,,0",3,",,,0",11.7,",0",19.4,",,,0",4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-06,15.1,0,0,",0",0,",0",0,",0,01,",0,",,0,30,+",0,",,0,30,+",9.1,",,0,10,",31.7,",0,30,",4041,0,19.2,",,,0",0,",,,0",16.5,",0",25.8,",,,0",7.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-07,119.3,0,0,",0",0,",0",6.7,",0,06,",0,",,0,31,+",0,",,0,31,+",7.9,",,0,18,",37.8,"1,0,31,+",5.9,0,11.2,",,,0",0,",,,0",21.6,"1,0",31.4,"1,,,0",11.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-08,221.4,0,0,",0",0,",0",7.2,",0,29,+",0,",,0,31,+",0,",,0,31,+",0.5,",,0,05,",35.6,",0,01,",8.7,0,0.5,",,,0",0,",,,0",21.5,",0",31.5,",,,0",11.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-09,232.8,0,0,",0",0,",0",-5,",0,24,",0,",,0,30,+",0,",,0,30,+",15.2,",,0,02,",32.2,",0,15,",162.4,0,30.5,",,,0",0,",,,0",13.6,",0",22.3,",,,0",4.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-10,232.8,0,0,",0",0,",0",-2.8,",0,05,",0,",,0,31,+",0,",T,0,21,",6.6,",,0,30,+",22.2,",0,09,",497.6,0,35.8,",,,0",0,",T,,0",7.5,",0",13.9,",,,0",1.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-11,232.8,0,24,",0",6,",0",-16.7,",0,11,",178,",,0,30,",76,",,0,08,",4.1,",,0,09,",8.3,",0,22,",1186.5,0,20.2,",,,0",322,",,,0",-4.6,",0",1.2,",,,0",-10.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2000-12,232.8,0,31,",0",2,",0",-17.2,",0,21,",330,",,0,27,+",127,",,0,24,",9.1,",,0,24,",6.1,",0,04,",1947,0,13.2,",,,0",229,",,,0",-6.2,",0",-1.1,",,,0",-11.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-01,0,0,31,",0",3,",0",-23.9,",0,28,",406,",,0,26,",76,",,0,12,",6.1,",,0,20,",5.6,",0,24,",2722.7,0,13.5,",,,0",238,",,,0",-6.7,",0",-1.4,",,,0",-11.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-02,0,0,28,",0",4,",0",-21.7,",0,08,",483,",,0,15,",64,",,0,10,",2.8,",,0,20,",5,",0,23,",3385.9,0,9.3,",,,0",206,",,,0",-5.4,",0",-0.4,",,,0",-10.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-03,0,0,20,",0",1,",0",-14.4,",0,01,",406,",,0,04,+",38,",,0,28,",5.1,",,0,25,",16.7,"1,0,24,+",3883.8,0,12.2,",,,0",47,",,,0",1.8,"1,0",7.7,"1,,,0",-4.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-04,0,0,0,",0",1,",0",-7.8,",0,10,",0,",T,0,12,+",25,",,0,12,",7.6,",,0,07,",25.6,",0,27,",4251.1,0,26.6,",,,0",71,",,,0",6.1,",0",13.4,",,,0",-1.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-05,4,0,0,",0",0,",0",-5,",0,02,",0,",,0,31,+",0,",,0,31,+",1.8,",,0,27,",30.6,"2,0,24,",4395.8,0,3.1,",,,0",0,",,,0",13.6,"2,0",23.2,"2,,,0",3.9,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-06,36.7,0,0,",0",1,"2,0",-0.6,",0,13,+",0,",T,0,13,",51,"2,,0,13,",16,",,0,13,",35,"1,0,22,",4474.3,0,25.2,",,,0",51,"2,,,0",16.8,"1,0",26,"1,,,0",7.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-07,138.4,0,0,",0",0,",0",7.8,",0,16,",0,",,0,31,+",0,",,0,31,+",7.6,",,0,12,",36.7,",0,01,",2.2,0,23.1,",,,0",0,",,,0",21.5,",0",30.5,",,,0",12.6,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-08,247.5,0,0,",0",0,",0",5.6,",0,01,",0,",,0,31,+",0,",,0,31,+",9.1,",,0,22,",36.1,",0,07,+",2.7,0,19.5,",,,0",0,",,,0",21.8,",0",31.9,",,,0",11.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-09,268.8,0,0,",0",0,",0",-1.1,",0,09,",0,",,0,30,+",0,",,0,30,+",1.5,",,0,13,",33.3,",0,04,",69.9,0,4.4,",,,0",0,",,,0",16.8,",0",26.6,",,,0",7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-10,268.8,0,0,",0",0,",0",-7.8,",0,25,+",0,",,0,31,+",13,",,0,11,",10.9,",,0,31,+",26.7,",0,02,+",391.7,0,24.2,",,,0",13,",,,0",7.9,",0",15.5,",,,0",0.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-11,268.8,0,7,",0",4,",0",-13.3,",0,28,",152,",,0,30,+",109,",,0,29,",9.9,",,0,29,",16.1,",0,05,+",858.5,0,34.2,",,,0",235,",,,0",2.8,",0",8.3,",,,0",-2.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2001-12,268.8,0,31,",0",8,",0",-20,",0,25,",381,",,0,15,",74,",,0,02,",7.4,",,0,02,",1.1,"1,0,31,+",1642.6,0,37.1,",,,0",466,",,,0",-7.9,"1,0",-3.5,"1,,,0",-12.3,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2002-01,0,0,31,",0",4,",0",-22.2,",0,31,",533,",,0,20,+",114,",,0,03,",7.4,",,0,03,",2.2,",0,08,+",2461.8,0,17.2,",,,0",333,",,,0",-8.1,",0",-3.5,",,,0",-12.7,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2002-02,0,0,28,",0",2,",0",-23.3,",0,26,",533,",,0,01,",102,",,0,01,",1.3,",,0,08,",5,",0,22,",3177.9,0,4.4,",,,0",163,",,,0",-7.2,",0",-1.3,",,,0",-13.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2002-03,0,0,31,",0",2,",0",-22.2,",0,03,",483,",,0,10,+",38,",,0,08,",3.3,",,0,08,",10,",0,27,",3845.7,0,8.9,",,,0",83,",,,0",-3.2,",0",2.1,",,,0",-8.5,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2002-04,0,0,1,",0",2,",0",-9.4,",0,24,",25,",,0,01,",25,",,0,16,+",6.4,",,0,14,",19.4,",0,14,",4210.1,0,20.4,",,,0",50,",,,0",6.2,",0",13.5,",,,0",-1.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2002-05,5.6,0,0,",0",0,",0",-6.7,",0,09,",0,",,0,31,+",3,",,0,08,",13,",,0,21,",30.6,",0,30,",4438.3,0,22.7,",,,0",3,",,,0",11.1,",0",19.2,",,,0",3.1,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2002-06,48.3,0,0,",0",0,",0",-0.6,",0,10,",0,",,0,30,+",0,",,0,30,+",17.3,",,0,02,",35.6,",0,26,",4523.9,0,32.7,",,,0",0,",,,0",16.9,",0",25.6,",,,0",8.2,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2002-07,199.4,0,0,",0",0,",0",8.3,",0,29,+",0,",,0,31,+",0,",,0,31,+",4.3,",,0,19,",39.4,",0,13,",0.6,0,7.1,",,,0",0,",,,0",23.2,",0",32.9,",,,0",13.4,",,,0"
USC00102707,"DUBOIS EXPERIMENT ST, ID US",44.2436,-112.2005,1661.2,2002-08,237.8,0,0,",0",0,",0",5,",0,09,",0,",,0,31,+",0,",,0,31,+",3.3,",,0,31,",33.9,",0,16,",10.6,0,6.2,",,,0",0,",,,0",19.3,",0",29.1,",,,0",9.4,",,,0"
